Theta deg;Theta  rad;r(deg) Vesta;X Vesta;Y Vesta;X trans Vesta;Y trans Vesta;phi* (deg);Ts;Ts en jours ;deltaT_win(s);deltaT_win [JJ HH MM SS];Next window;;;;
270;4.71238898;210149388.8;-6.4881E-08;-353050973.2;-3.86196E-08;-210149388.8;;;;;;;;;;
271;4.729842273;208675292.1;6161589.077;-352997201.8;3641886.011;-208643509.8;;;;;;;;;;
272;4.747295565;207222171.2;12321301.28;-352835904.1;7231949.479;-207095937;;;;;;;;;;
273;4.764748858;205790015.2;18477260.28;-352567129.1;10770217.23;-205507987.1;;;;;;;;;;
274;4.78220215;204378801.7;24627590.94;-352190958.8;14256744.52;-203880945.3;;;;;;;;;;
275;4.799655443;202988497.7;30770419.8;-351707507.7;17691613.29;-202216065.2;;;;;;;;;;
276;4.817108736;201619059.8;36903875.68;-351116923;21074930.49;-200514569.5;;;;;;;;;;
277;4.834562028;200270435.2;43026090.29;-350419384.8;24406826.45;-198777649.8;;;;;;;;;;
278;4.852015321;198942562.5;49135198.74;-349615105.4;27687453.33;-197006467.1;;;;;;;;;;
279;4.869468613;197635371.6;55229340.12;-348704329.9;30916983.63;-195202152.2;;;;;;;;;;
280;4.886921906;196348785.3;61306658.12;-347687335.6;34095608.75;-193365806;;;;;;;;;;
281;4.904375198;195082718.8;67365301.51;-346564432.4;37223537.6;-191498499.8;;;;;;;;;;
282;4.921828491;193837081.2;73403424.78;-345335962.4;40300995.29;-189601275.9;;;;;;;;;;
283;4.939281783;192611775.2;79419188.66;-344002299.6;43328221.91;-187675147.9;;;;;;;;;;
284;4.956735076;191406698.1;85410760.68;-342563850.5;46305471.23;-185721101.1;;;;;;;;;;
285;4.974188368;190221742.1;91376315.76;-341021053;49233009.64;-183740093.4;;;;;;;;;;
286;4.991641661;189056794.7;97314036.72;-339374377.3;52111114.98;-181733055.1;;;;;;;;;;
287;5.009094953;187911739.2;103222114.9;-337624324.8;54940075.53;-179700889.9;;;;;;;;;;
288;5.026548246;186786455.2;109098750.6;-335771428.6;57720188.97;-177644475.4;;;;;;;;;;
289;5.044001538;185680818.7;114942153.8;-333816253.3;60451761.46;-175564663.2;;;;;;;;;;
290;5.061454831;184594702.8;120750544.5;-331759394.3;63135106.7;-173462280;;;;;;;;;;
291;5.078908123;183527977.7;126522153.4;-329601478.1;65770545.06;-171338127.7;;;;;;;;;;
292;5.096361416;182480511.5;132255222.4;-327343162.2;68358402.78;-169192984;;;;;;;;;;
293;5.113814708;181452170;137948005.2;-324985134.3;70899011.15;-167027603.2;;;;;;;;;;
294;5.131268001;180442817.4;143598767.7;-322528112.9;73392705.82;-164842716.2;;;;;;;;;;
295;5.148721293;179452316.4;149205788.6;-319972846.2;75839826.01;-162639031.7;;;;;;;;;;
296;5.166174586;178480528.4;154767360;-317320112.8;78240713.92;-160417236.3;;;;;;;;;;
297;5.183627878;177527314.1;160281787.8;-314570720.5;80595714.04;-158177995.1;;;;;;;;;;
298;5.201081171;176592533.2;165747392.1;-311725506.9;82905172.56;-155921952.1;;;;;;;;;;
299;5.218534463;175676045.3;171162508.2;-308785338.8;85169436.82;-153649731.3;;;;;;;;;;
300;5.235987756;174777709.5;176525486.6;-305751111.6;87388854.75;-151361936.4;;;;;;;;;;
301;5.253441049;173897384.9;181834693.6;-302623749.7;89563774.35;-149059152;;;;;;;;;;
302;5.270894341;173034930.8;187088512;-299404205.7;91694543.23;-146741943.7;;;;;;;;;;
303;5.288347634;172190206.9;192285341.4;-296093460.2;93781508.15;-144410858.6;;;;;;;;;;
304;5.305800926;171363073.4;197423598.8;-292692521.8;95825014.56;-142066426.4;;;;;;;;;;
305;5.323254219;170553391;202501719.1;-289202426.4;97825406.24;-139709158.9;;;;;;;;;;
306;5.340707511;169761021.6;207518155.4;-285624237.2;99783024.9;-137339551.4;;;;;;;;;;
307;5.358160804;168985827.7;212471379.6;-281959044.1;101698209.8;-134958082.7;;;;;;;;;;
308;5.375614096;168227673.2;217359883;-278207963.5;103571297.5;-132565215.5;;;;;;;;;;
309;5.393067389;167486423.1;222182176.5;-274372138;105402621.3;-130161397.3;;;;;;;;;;
310;5.410520681;166761943.8;226936791.2;-270452736.2;107192511.2;-127747060.4;;;;;;;;;;
311;5.427973974;166054103.2;231622278.7;-266450951.8;108941293.7;-125322622.6;;;;;;;;;;
312;5.445427266;165362770.9;236237211.8;-262368003.9;110649291.2;-122888487.6;;;;;;;;;;
313;5.462880559;164687818.1;240780184.7;-258205136.1;112316821.8;-120445045.4;;;;;;;;;;
314;5.480333851;164029117.6;245249813.7;-253963616.6;113944199.5;-117992672.7;;;;;;;;;;
315;5.497787144;163386544.3;249644737.3;-249644737.3;115531733.4;-115531733.4;;;;;;;;;;
316;5.515240436;162759975.1;253963616.6;-245249813.7;117079728;-113062579.1;;;;;;;;;;
317;5.532693729;162149288.7;258205136.1;-240780184.7;118588482.5;-110585549;;;;;;;;;;
318;5.550147021;161554366.2;262368003.9;-236237211.8;120058291.2;-108100971;;;;;;;;;;
319;5.567600314;160975090.5;266450951.8;-231622278.7;121489443;-105609161.5;;;;;;;;;;
320;5.585053606;160411347;270452736.2;-226936791.2;122882221;-103110426.3;;;;;;;;;;
321;5.602506899;159863023.3;274372138;-222182176.5;124236903;-100605060.4;;;;;;;;;;
322;5.619960191;159330009.4;278207963.5;-217359883;125553760.8;-98093348.67;;;;;;;;;;
323;5.637413484;158812197.7;281959044.1;-212471379.6;126833060.5;-95575566.41;;;;;;;;;;
324;5.654866776;158309482.8;285624237.2;-207518155.4;128075061.9;-93051979.28;;;;;;;;;;
325;5.672320069;157821762.1;289202426.4;-202501719.1;129280019;-90522843.86;;;;;;;;;;
326;5.689773362;157348935.3;292692521.8;-197423598.8;130448179.3;-87988407.97;;;;;;;;;;
327;5.707226654;156890904.7;296093460.2;-192285341.4;131579784.2;-85448910.96;;;;;;;;;;
328;5.724679947;156447575.4;299404205.7;-187088512;132675068.5;-82904584.04;;;;;;;;;;
329;5.742133239;156018854.8;302623749.7;-181834693.6;133734260.6;-80355650.61;;;;;;;;;;
330;5.759586532;155604653;305751111.6;-176525486.6;134757582.5;-77802326.52;;;;;;;;;;
331;5.777039824;155204883.1;308785338.8;-171162508.2;135745249.4;-75244820.44;;;;;;;;;;
332;5.794493117;154819460.5;311725506.9;-165747392.1;136697470;-72683334.07;;;;;;;;;;
333;5.811946409;154448303.5;314570720.5;-160281787.8;137614446.1;-70118062.49;;;;;;;;;;
334;5.829399702;154091333.1;317320112.8;-154767360;138496372.8;-67549194.42;;;;;;;;;;
335;5.846852994;153748473.2;319972846.2;-149205788.6;139343438.5;-64976912.5;;;;;;;;;;
336;5.864306287;153419650.3;322528112.9;-143598767.7;140155824.6;-62401393.53;;;;;;;;;;
337;5.881759579;153104793.7;324985134.3;-137948005.2;140933705.7;-59822808.81;;;;;;;;;;
338;5.899212872;152803835.5;327343162.2;-132255222.4;141677249.2;-57241324.3;;;;;;;;;;
339;5.916666164;152516710.9;329601478.1;-126522153.4;142386616;-54657100.96;;;;;;;;;;
340;5.934119457;152243357.5;331759394.3;-120750544.5;143061959.6;-52070294.96;;;;;;;;;;
341;5.951572749;151983716.1;333816253.3;-114942153.8;143703426.7;-49481057.95;;;;;;;;;;
342;5.969026042;151737730.1;335771428.6;-109098750.6;144311156.9;-46889537.27;;;;;;;;;;
343;5.986479334;151505345.8;337624324.8;-103222114.9;144885282.7;-44295876.23;;;;;;;;;;
344;6.003932627;151286512.5;339374377.3;-97314036.72;145425929.6;-41700214.29;;;;;;;;;;
345;6.021385919;151081182.4;341021053;-91376315.76;145933215.9;-39102687.35;;;;;;;;;;
346;6.038839212;150889310.3;342563850.5;-85410760.68;146407252.9;-36503427.96;;;;;;;;;;
347;6.056292504;150710854.1;344002299.6;-79419188.66;146848144.6;-33902565.52;;;;;;;;;;
348;6.073745797;150545774.5;345335962.4;-73403424.78;147255988.2;-31300226.53;;;;;;;;;;
349;6.091199089;150394035.3;346564432.4;-67365301.51;147630873.3;-28696534.79;;;;;;;;;;
350;6.108652382;150255602.9;347687335.6;-61306658.12;147972882.7;-26091611.64;;;;;;;;;;
351;6.126105675;150130446.8;348704329.9;-55229340.12;148282091.9;-23485576.14;;;;;;;;;;
352;6.143558967;150018539.4;349615105.4;-49135198.74;148558569.2;-20878545.32;;;;;;;;;;
353;6.16101226;149919855.7;350419384.8;-43026090.29;148802375.9;-18270634.38;;;;;;;;;;
354;6.178465552;149834374.1;351116923;-36903875.68;149013565.7;-15661956.87;;;;;;;;;;
355;6.195918845;149762075.6;351707507.7;-30770419.8;149192185.7;-13052624.93;;;;;;;;;;
356;6.213372137;149702944.1;352190958.8;-24627590.94;149338275.2;-10442749.49;;;;;;;;;;
357;6.23082543;149656966.5;352567129.1;-18477260.28;149451866.8;-7832440.451;;;;;;;;;;
358;6.248278722;149624132.7;352835904.1;-12321301.28;149532985.7;-5221806.925;;;;;;;;;;
359;6.265732015;149604435.3;352997201.8;-6161589.077;149581649.8;-2610957.41;;;;;;;;;;
360;6.283185307;149597870;353050973.2;-8.6508E-08;149597870;-3.66559E-08;;;;;;;;;;
